radius:25.0
size:68^38
path:sample.svg
fields:latitude	longitude
geo:41.35,41.58,-70.7,-70.5
+data:
0.0,41.545671641791046,-70.70012466911935	0.0,41.545671641791046,-70.69471252484263	0.0,41.545671641791046,-70.68930038056591	0.0,41.545671641791046,-70.68388823628918	0.0,41.545671641791046,-70.67847609201246	0.0,41.545671641791046,-70.67306394773574	0.0,41.545671641791046,-70.66765180345902	0.0,41.545671641791046,-70.6622396591823	1.665437698,41.545671641791046,-70.65682751490557	17.507818222,41.545671641791046,-70.65141537062885	14.981011391,41.545671641791046,-70.64600322635214	0.165000007,41.545671641791046,-70.64059108207542	20.624118805,41.545671641791046,-70.6351789377987	1.411964297,41.545671641791046,-70.62976679352197	3.275576115,41.545671641791046,-70.62435464924525	2.73503089,41.545671641791046,-70.61894250496853	2.761663914,41.545671641791046,-70.61353036069181	2.643211603,41.545671641791046,-70.6081182164151	-0.344000012,41.545671641791046,-70.60270607213836	2.627503395,41.545671641791046,-70.59729392786164	1.463328481,41.545671641791046,-70.59188178358492	1.905075908,41.545671641791046,-70.5864696393082	2.441235065,41.545671641791046,-70.58105749503147	-0.5960235,41.545671641791046,-70.57564535075475	-0.5960235,41.545671641791046,-70.57023320647804	-0.5960235,41.545671641791046,-70.56482106220132	-0.5960235,41.545671641791046,-70.5594089179246	-0.001438126,41.545671641791046,-70.55399677364787	0.0,41.545671641791046,-70.54858462937115	0.0,41.545671641791046,-70.54317248509443	0.0,41.545671641791046,-70.53776034081771	0.0,41.545671641791046,-70.532348196541	0.0,41.545671641791046,-70.52693605226426	0.0,41.545671641791046,-70.52152390798754	0.0,41.545671641791046,-70.51611176371082	0.0,41.545671641791046,-70.5106996194341	0.0,41.545671641791046,-70.50528747515739	0.0,41.545671641791046,-70.49987533088066
0.0,41.54223880597015,-70.70011935367363	-0.596000016,41.54223880597015,-70.6947074967183	-0.596000016,41.54223880597015,-70.68929563976296	-0.596000016,41.54223880597015,-70.68388378280764	-0.5960235,41.54223880597015,-70.6784719258523	-0.5960235,41.54223880597015,-70.67306006889697	-0.5960235,41.54223880597015,-70.66764821194164	-0.441023499,41.54223880597015,-70.6622363549863	-0.441000015,41.54223880597015,-70.65682449803097	6.323581696,41.54223880597015,-70.65141264107565	17.478872299,41.54223880597015,-70.64600078412032	0.165000007,41.54223880597015,-70.64058892716498	3.333768129,41.54223880597015,-70.63517707020965	-0.158000007,41.54223880597015,-70.62976521325432	-0.158000007,41.54223880597015,-70.62435335629898	2.433804035,41.54223880597015,-70.61894149934366	-0.5960235,41.54223880597015,-70.61352964238833	-0.5960235,41.54223880597015,-70.608117785433	0.843999982,41.54223880597015,-70.60270592847766	-0.596000016,41.54223880597015,-70.59729407152233	-0.596000016,41.54223880597015,-70.591882214567	-0.5960235,41.54223880597015,-70.58647035761167	-0.5960235,41.54223880597015,-70.58105850065634	-0.5960235,41.54223880597015,-70.575646643701	0.009863981,41.54223880597015,-70.57023478674567	0.0,41.54223880597015,-70.56482292979034	0.0,41.54223880597015,-70.55941107283502	0.0,41.54223880597015,-70.55399921587968	0.0,41.54223880597015,-70.54858735892435	0.0,41.54223880597015,-70.54317550196902	0.0,41.54223880597015,-70.53776364501368	0.0,41.54223880597015,-70.53235178805835	0.0,41.54223880597015,-70.52693993110303	0.0,41.54223880597015,-70.5215280741477	0.0,41.54223880597015,-70.51611621719236	0.0,41.54223880597015,-70.51070436023703	0.0,41.54223880597015,-70.5052925032817	0.0,41.54223880597015,-70.49988064632636
0.0,41.538805970149255,-70.70011403915163	-0.596000016,41.538805970149255,-70.69470246946776	-0.596000016,41.538805970149255,-70.68929089978388	-0.596000016,41.538805970149255,-70.68387933010001	-0.596000016,41.538805970149255,-70.67846776041614	-0.5960235,41.538805970149255,-70.67305619073227	-0.5960235,41.538805970149255,-70.6676446210484	-0.441023499,41.538805970149255,-70.66223305136452	-0.441000015,41.538805970149255,-70.65682148168065	13.086788177,41.538805970149255,-70.65140991199678	14.969097137,41.538805970149255,-70.64599834231291	2.33488059,41.538805970149255,-70.64058677262904	0.884663463,41.538805970149255,-70.63517520294516	-0.596000016,41.538805970149255,-70.62976363326129	-0.5960235,41.538805970149255,-70.62435206357742	-0.5960235,41.538805970149255,-70.61894049389355	-0.5960235,41.538805970149255,-70.61352892420967	-0.5960235,41.538805970149255,-70.60811735452582	-0.596000016,41.538805970149255,-70.60270578484194	-0.596000016,41.538805970149255,-70.59729421515807	-0.596000016,41.538805970149255,-70.5918826454742	-0.5960235,41.538805970149255,-70.58647107579033	-0.5960235,41.538805970149255,-70.58105950610646	-0.5960235,41.538805970149255,-70.57564793642258	0.008931727,41.538805970149255,-70.57023636673871	0.0,41.538805970149255,-70.56482479705484	0.0,41.538805970149255,-70.55941322737097	0.0,41.538805970149255,-70.5540016576871	0.0,41.538805970149255,-70.54859008800322	0.0,41.538805970149255,-70.54317851831935	0.0,41.538805970149255,-70.53776694863548	0.0,41.538805970149255,-70.5323553789516	0.0,41.538805970149255,-70.52694380926773	0.0,41.538805970149255,-70.52153223958386	0.0,41.538805970149255,-70.51612066989999	0.0,41.538805970149255,-70.51070910021612	0.0,41.538805970149255,-70.50529753053225	0.0,41.538805970149255,-70.49988596084837
0.0,41.53537313432836,-70.70010872555315	-0.596000016,41.53537313432836,-70.69469744309082	-0.596000016,41.53537313432836,-70.68928616062848	-0.596000016,41.53537313432836,-70.68387487816615	-0.596000016,41.53537313432836,-70.67846359570382	-0.5960235,41.53537313432836,-70.67305231324148	11.579721451,41.53537313432836,-70.66764103077915	20.616373062,41.53537313432836,-70.66222974831682	7.738174915,41.53537313432836,-70.6568184658545	14.563760757,41.53537313432836,-70.65140718339217	19.901174545,41.53537313432836,-70.64599590092983	2.182829857,41.53537313432836,-70.6405846184675	-0.596000016,41.53537313432836,-70.63517333600517	-0.596000016,41.53537313432836,-70.62976205354283	-0.5960235,41.53537313432836,-70.6243507710805	-0.5960235,41.53537313432836,-70.61893948861817	-0.5960235,41.53537313432836,-70.61352820615583	-0.5960235,41.53537313432836,-70.6081169236935	-0.596000016,41.53537313432836,-70.60270564123117	-0.596000016,41.53537313432836,-70.59729435876883	-0.596000016,41.53537313432836,-70.5918830763065	-0.5960235,41.53537313432836,-70.58647179384417	-0.5960235,41.53537313432836,-70.58106051138184	-0.5960235,41.53537313432836,-70.57564922891952	0.000855902,41.53537313432836,-70.57023794645718	0.0,41.53537313432836,-70.56482666399485	0.0,41.53537313432836,-70.55941538153252	0.0,41.53537313432836,-70.55400409907018	0.0,41.53537313432836,-70.54859281660785	0.0,41.53537313432836,-70.54318153414552	0.0,41.53537313432836,-70.53777025168318	0.0,41.53537313432836,-70.53235896922085	0.0,41.53537313432836,-70.52694768675852	0.0,41.53537313432836,-70.52153640429619	0.0,41.53537313432836,-70.51612512183385	0.0,41.53537313432836,-70.51071383937152	0.0,41.53537313432836,-70.50530255690919	0.0,41.53537313432836,-70.49989127444685
0.0,41.531940298507465,-70.70010341287801	-0.596000016,41.531940298507465,-70.6946924175873	-0.596000016,41.531940298507465,-70.6892814222966	0.16399999,41.531940298507465,-70.6838704270059	-0.596000016,41.531940298507465,-70.6784594317152	-0.5960235,41.531940298507465,-70.6730484364245	6.443161488,41.531940298507465,-70.66763744113379	24.835445404,41.531940298507465,-70.66222644584309	17.672374725,41.531940298507465,-70.65681545055239	19.134206772,41.531940298507465,-70.65140445526168	10.676438332,41.531940298507465,-70.64599345997098	-0.596000016,41.531940298507465,-70.64058246468028	-0.596000016,41.531940298507465,-70.63517146938958	-0.596000016,41.531940298507465,-70.62976047409887	-0.5960235,41.531940298507465,-70.62434947880817	-0.5960235,41.531940298507465,-70.61893848351747	-0.5960235,41.531940298507465,-70.61352748822677	-0.5960235,41.531940298507465,-70.60811649293606	-0.596000016,41.531940298507465,-70.60270549764536	-0.596000016,41.531940298507465,-70.59729450235466	-0.596000016,41.531940298507465,-70.59188350706395	-0.5960235,41.531940298507465,-70.58647251177325	-0.5960235,41.531940298507465,-70.58106151648255	-0.5960235,41.531940298507465,-70.57565052119185	0.008931727,41.531940298507465,-70.57023952590114	0.0,41.531940298507465,-70.56482853061044	0.0,41.531940298507465,-70.55941753531974	0.0,41.531940298507465,-70.55400654002904	0.0,41.531940298507465,-70.54859554473833	0.0,41.531940298507465,-70.54318454944763	0.0,41.531940298507465,-70.53777355415693	0.0,41.531940298507465,-70.53236255886623	0.0,41.531940298507465,-70.52695156357552	0.0,41.531940298507465,-70.52154056828482	0.0,41.531940298507465,-70.51612957299412	0.0,41.531940298507465,-70.51071857770341	0.0,41.531940298507465,-70.50530758241271	0.0,41.531940298507465,-70.49989658712201
-0.596000016,41.52850746268657,-70.70009810112602	-0.596000016,41.52850746268657,-70.69468739295705	-0.596000016,41.52850746268657,-70.68927668478807	0.670005322,41.52850746268657,-70.6838659766191	2.023372173,41.52850746268657,-70.67845526845012	4.689127922,41.52850746268657,-70.67304456028116	5.673158646,41.52850746268657,-70.66763385211217	31.401224136,41.52850746268657,-70.66222314394321	5.257130623,41.52850746268657,-70.65681243577423	10.15237999,41.52850746268657,-70.65140172760526	-0.596000016,41.52850746268657,-70.64599101943628	0.0,41.52850746268657,-70.64058031126731	0.0,41.52850746268657,-70.63516960309833	0.0,41.52850746268657,-70.62975889492937	0.0,41.52850746268657,-70.62434818676039	0.0,41.52850746268657,-70.61893747859142	0.0,41.52850746268657,-70.61352677042244	0.0,41.52850746268657,-70.60811606225347	0.0,41.52850746268657,-70.60270535408449	0.0,41.52850746268657,-70.59729464591553	0.0,41.52850746268657,-70.59188393774654	0.0,41.52850746268657,-70.58647322957758	0.0,41.52850746268657,-70.5810625214086	0.0,41.52850746268657,-70.57565181323963	0.0,41.52850746268657,-70.57024110507065	0.0,41.52850746268657,-70.56483039690168	0.0,41.52850746268657,-70.5594196887327	0.0,41.52850746268657,-70.55400898056374	0.0,41.52850746268657,-70.54859827239476	0.0,41.52850746268657,-70.54318756422579	0.0,41.52850746268657,-70.53777685605681	0.0,41.52850746268657,-70.53236614788784	0.0,41.52850746268657,-70.52695543971886	0.0,41.52850746268657,-70.5215447315499	0.0,41.52850746268657,-70.51613402338091	0.0,41.52850746268657,-70.51072331521195	0.0,41.52850746268657,-70.50531260704297	0.0,41.52850746268657,-70.499901898874
-0.596000016,41.525074626865674,-70.70009279029699	-0.596000016,41.525074626865674,-70.69468236919985	-0.596000016,41.525074626865674,-70.68927194810273	-0.596000016,41.525074626865674,-70.68386152700559	-0.596000016,41.525074626865674,-70.67845110590845	-0.596000016,41.525074626865674,-70.67304068481133	18.616420746,41.525074626865674,-70.66763026371419	20.233867645,41.525074626865674,-70.66221984261705	2.526999235,41.525074626865674,-70.65680942151991	7.763010502,41.525074626865674,-70.65139900042278	-0.596000016,41.525074626865674,-70.64598857932565	0.0,41.525074626865674,-70.64057815822851	0.0,41.525074626865674,-70.63516773713138	0.0,41.525074626865674,-70.62975731603424	0.0,41.525074626865674,-70.6243468949371	0.0,41.525074626865674,-70.61893647383998	0.0,41.525074626865674,-70.61352605274284	0.0,41.525074626865674,-70.6081156316457	0.0,41.525074626865674,-70.60270521054858	0.0,41.525074626865674,-70.59729478945144	0.0,41.525074626865674,-70.5918843683543	0.0,41.525074626865674,-70.58647394725716	0.0,41.525074626865674,-70.58106352616004	0.0,41.525074626865674,-70.5756531050629	0.0,41.525074626865674,-70.57024268396576	0.0,41.525074626865674,-70.56483226286863	0.0,41.525074626865674,-70.5594218417715	0.0,41.525074626865674,-70.55401142067436	0.0,41.525074626865674,-70.54860099957723	0.0,41.525074626865674,-70.5431905784801	0.0,41.525074626865674,-70.53778015738295	0.0,41.525074626865674,-70.53236973628583	0.0,41.525074626865674,-70.52695931518869	0.0,41.525074626865674,-70.52154889409155	0.0,41.525074626865674,-70.51613847299441	0.0,41.525074626865674,-70.51072805189729	0.0,41.525074626865674,-70.50531763080015	0.0,41.525074626865674,-70.49990720970301
-0.596000016,41.52164179104477,-70.70008748039075	-0.596000016,41.52164179104477,-70.69467734631557	-0.596000016,41.52164179104477,-70.6892672122404	-0.596000016,41.52164179104477,-70.68385707816522	-0.596000016,41.52164179104477,-70.67844694409004	-0.596000016,41.52164179104477,-70.67303681001488	5.041831017,41.52164179104477,-70.6676266759397	15.400912285,41.52164179104477,-70.66221654186452	8.120260239,41.52164179104477,-70.65680640778935	-0.596000016,41.52164179104477,-70.65139627371417	-0.596000016,41.52164179104477,-70.64598613963899	-0.00143807,41.52164179104477,-70.64057600556382	0.0,41.52164179104477,-70.63516587148864	0.0,41.52164179104477,-70.62975573741346	0.0,41.52164179104477,-70.6243456033383	0.0,41.52164179104477,-70.61893546926312	0.0,41.52164179104477,-70.61352533518794	0.0,41.52164179104477,-70.60811520111277	0.0,41.52164179104477,-70.60270506703759	0.0,41.52164179104477,-70.59729493296241	0.0,41.52164179104477,-70.59188479888724	0.0,41.52164179104477,-70.58647466481206	0.0,41.52164179104477,-70.58106453073688	0.0,41.52164179104477,-70.57565439666172	0.0,41.52164179104477,-70.57024426258654	0.0,41.52164179104477,-70.56483412851136	0.0,41.52164179104477,-70.55942399443619	0.0,41.52164179104477,-70.55401386036101	0.0,41.52164179104477,-70.54860372628583	0.0,41.52164179104477,-70.54319359221066	0.0,41.52164179104477,-70.53778345813548	0.0,41.52164179104477,-70.5323733240603	0.0,41.52164179104477,-70.52696318998514	0.0,41.52164179104477,-70.52155305590996	0.0,41.52164179104477,-70.51614292183478	0.0,41.52164179104477,-70.51073278775961	0.0,41.52164179104477,-70.50532265368443	0.0,41.52164179104477,-70.49991251960925
-0.596000016,41.518208955223876,-70.7000821714071	-0.596000016,41.518208955223876,-70.69467232430402	-0.596000016,41.518208955223876,-70.68926247720093	-0.596000016,41.518208955223876,-70.68385263009785	-0.596000016,41.518208955223876,-70.67844278299475	-0.596000016,41.518208955223876,-70.67303293589167	-0.416000009,41.518208955223876,-70.66762308878859	5.942494869,41.518208955223876,-70.66221324168549	0.494410694,41.518208955223876,-70.65680339458241	-0.596000016,41.518208955223876,-70.65139354747933	-0.596000016,41.518208955223876,-70.64598370037623	-0.00143807,41.518208955223876,-70.64057385327315	0.0,41.518208955223876,-70.63516400617006	0.0,41.518208955223876,-70.62975415906698	0.0,41.518208955223876,-70.6243443119639	0.0,41.518208955223876,-70.6189344648608	0.0,41.518208955223876,-70.61352461775772	0.0,41.518208955223876,-70.60811477065462	0.0,41.518208955223876,-70.60270492355154	0.0,41.518208955223876,-70.59729507644846	0.0,41.518208955223876,-70.59188522934537	0.0,41.518208955223876,-70.58647538224228	0.0,41.518208955223876,-70.5810655351392	0.0,41.518208955223876,-70.57565568803611	0.0,41.518208955223876,-70.57024584093303	0.0,41.518208955223876,-70.56483599382993	0.0,41.518208955223876,-70.55942614672685	0.0,41.518208955223876,-70.55401629962377	0.0,41.518208955223876,-70.54860645252067	0.0,41.518208955223876,-70.54319660541759	0.0,41.518208955223876,-70.53778675831451	0.0,41.518208955223876,-70.53237691121141	0.0,41.518208955223876,-70.52696706410833	0.0,41.518208955223876,-70.52155721700524	0.0,41.518208955223876,-70.51614736990216	0.0,41.518208955223876,-70.51073752279908	0.0,41.518208955223876,-70.50532767569598	0.0,41.518208955223876,-70.4999178285929
-0.596000016,41.51477611940298,-70.70007686334587	-0.596000016,41.51477611940298,-70.69466730316502	-0.596000016,41.51477611940298,-70.68925774298415	-0.596000016,41.51477611940298,-70.6838481828033	3.696920395,41.51477611940298,-70.67843862262244	-0.596000016,41.51477611940298,-70.67302906244159	-0.596000016,41.51477611940298,-70.66761950226072	-0.596000016,41.51477611940298,-70.66220994207987	-0.596000016,41.51477611940298,-70.656800381899	-0.596000016,41.51477611940298,-70.65139082171815	-0.596000016,41.51477611940298,-70.64598126153729	-0.006310588,41.51477611940298,-70.64057170135644	0.0,41.51477611940298,-70.63516214117557	0.0,41.51477611940298,-70.62975258099472	0.0,41.51477611940298,-70.62434302081385	0.0,41.51477611940298,-70.618933460633	0.0,41.51477611940298,-70.61352390045214	0.0,41.51477611940298,-70.60811434027129	0.0,41.51477611940298,-70.60270478009042	0.0,41.51477611940298,-70.59729521990957	0.0,41.51477611940298,-70.59188565972872	0.0,41.51477611940298,-70.58647609954785	0.0,41.51477611940298,-70.581066539367	0.0,41.51477611940298,-70.57565697918614	0.0,41.51477611940298,-70.57024741900528	0.0,41.51477611940298,-70.56483785882442	0.0,41.51477611940298,-70.55942829864357	0.0,41.51477611940298,-70.5540187384627	0.0,41.51477611940298,-70.54860917828185	0.0,41.51477611940298,-70.54319961810099	0.0,41.51477611940298,-70.53779005792013	0.0,41.51477611940298,-70.53238049773927	0.0,41.51477611940298,-70.52697093755842	0.0,41.51477611940298,-70.52156137737755	0.0,41.51477611940298,-70.5161518171967	0.0,41.51477611940298,-70.51074225701583	0.0,41.51477611940298,-70.50533269683498	0.0,41.51477611940298,-70.49992313665412
8.59046936,41.511343283582086,-70.70007155620686	6.641453266,41.511343283582086,-70.69466228289839	6.781616688,41.511343283582086,-70.6892530095899	10.870217323,41.511343283582086,-70.68384373628143	7.895974159,41.511343283582086,-70.67843446297294	-0.596000016,41.511343283582086,-70.67302518966447	-0.596000016,41.511343283582086,-70.66761591635598	-0.596000016,41.511343283582086,-70.66220664304751	-0.596000016,41.511343283582086,-70.65679736973902	-0.596000016,41.511343283582086,-70.65138809643055	-0.596000016,41.511343283582086,-70.64597882312206	0.00445718,41.511343283582086,-70.64056954981359	0.0,41.511343283582086,-70.63516027650512	0.0,41.511343283582086,-70.62975100319663	0.0,41.511343283582086,-70.62434172988816	0.0,41.511343283582086,-70.61893245657967	0.0,41.511343283582086,-70.6135231832712	0.0,41.511343283582086,-70.60811390996271	0.0,41.511343283582086,-70.60270463665424	0.0,41.511343283582086,-70.59729536334575	0.0,41.511343283582086,-70.59188609003728	0.0,41.511343283582086,-70.58647681672879	0.0,41.511343283582086,-70.58106754342032	0.0,41.511343283582086,-70.57565827011183	0.0,41.511343283582086,-70.57024899680336	0.0,41.511343283582086,-70.56483972349488	0.0,41.511343283582086,-70.5594304501864	0.0,41.511343283582086,-70.55402117687792	0.0,41.511343283582086,-70.54861190356944	0.0,41.511343283582086,-70.54320263026096	0.0,41.511343283582086,-70.53779335695248	0.0,41.511343283582086,-70.532384083644	0.0,41.511343283582086,-70.52697481033552	0.0,41.511343283582086,-70.52156553702704	0.0,41.511343283582086,-70.51615626371856	0.0,41.511343283582086,-70.51074699041008	0.0,41.511343283582086,-70.50533771710161	0.0,41.511343283582086,-70.49992844379312
7.567887306,41.50791044776119,-70.70006624998992	4.490463257,41.50791044776119,-70.69465726350397	3.486312628,41.50791044776119,-70.68924827701804	5.992119789,41.50791044776119,-70.68383929053209	-0.596000016,41.50791044776119,-70.67843030404615	-0.596000016,41.50791044776119,-70.67302131756021	-0.596000016,41.50791044776119,-70.66761233107427	-0.596000016,41.50791044776119,-70.66220334458833	-0.596000016,41.50791044776119,-70.65679435810239	-0.596000016,41.50791044776119,-70.65138537161644	-0.596000016,41.50791044776119,-70.64597638513051	0.009865169,41.50791044776119,-70.64056739864456	0.0,41.50791044776119,-70.63515841215862	0.0,41.50791044776119,-70.62974942567268	0.0,41.50791044776119,-70.62434043918674	0.0,41.50791044776119,-70.6189314527008	0.0,41.50791044776119,-70.61352246621486	0.0,41.50791044776119,-70.60811347972891	0.0,41.50791044776119,-70.60270449324298	0.0,41.50791044776119,-70.59729550675704	0.0,41.50791044776119,-70.59188652027109	0.0,41.50791044776119,-70.58647753378516	0.0,41.50791044776119,-70.58106854729921	0.0,41.50791044776119,-70.57565956081328	0.0,41.50791044776119,-70.57025057432733	0.0,41.50791044776119,-70.56484158784139	0.0,41.50791044776119,-70.55943260135545	0.0,41.50791044776119,-70.55402361486951	0.0,41.50791044776119,-70.54861462838356	0.0,41.50791044776119,-70.54320564189763	0.0,41.50791044776119,-70.53779665541168	0.0,41.50791044776119,-70.53238766892574	0.0,41.50791044776119,-70.5269786824398	0.0,41.50791044776119,-70.52156969595386	0.0,41.50791044776119,-70.51616070946793	0.0,41.50791044776119,-70.51075172298198	0.0,41.50791044776119,-70.50534273649603	0.0,41.50791044776119,-70.4999337500101
-0.596000016,41.504477611940295,-70.70006094469481	-0.596000016,41.504477611940295,-70.69465224498158	-0.596000016,41.504477611940295,-70.68924354526834	-0.596000016,41.504477611940295,-70.68383484555511	-0.596000016,41.504477611940295,-70.67842614584188	-0.596000016,41.504477611940295,-70.67301744612865	-0.596000016,41.504477611940295,-70.66760874641541	-0.596000016,41.504477611940295,-70.66220004670218	-0.596000016,41.504477611940295,-70.65679134698895	-0.596000016,41.504477611940295,-70.65138264727571	-0.596000016,41.504477611940295,-70.64597394756248	0.008933739,41.504477611940295,-70.64056524784925	0.0,41.504477611940295,-70.63515654813602	0.0,41.504477611940295,-70.62974784842278	0.0,41.504477611940295,-70.62433914870955	0.0,41.504477611940295,-70.61893044899632	0.0,41.504477611940295,-70.61352174928308	0.0,41.504477611940295,-70.60811304956985	0.0,41.504477611940295,-70.60270434985662	0.0,41.504477611940295,-70.5972956501434	0.0,41.504477611940295,-70.59188695043015	0.0,41.504477611940295,-70.58647825071692	0.0,41.504477611940295,-70.5810695510037	0.0,41.504477611940295,-70.57566085129045	0.0,41.504477611940295,-70.57025215157722	0.0,41.504477611940295,-70.564843451864	0.0,41.504477611940295,-70.55943475215075	0.0,41.504477611940295,-70.55402605243752	0.0,41.504477611940295,-70.54861735272429	0.0,41.504477611940295,-70.54320865301106	0.0,41.504477611940295,-70.53779995329782	0.0,41.504477611940295,-70.53239125358459	0.0,41.504477611940295,-70.52698255387136	0.0,41.504477611940295,-70.52157385415812	0.0,41.504477611940295,-70.51616515444489	0.0,41.504477611940295,-70.51075645473166	0.0,41.504477611940295,-70.50534775501843	0.0,41.504477611940295,-70.49993905530519
-0.596000016,41.5010447761194,-70.70005564032138	0.0,41.5010447761194,-70.69464722733103	0.0,41.5010447761194,-70.6892388143407	0.0,41.5010447761194,-70.68383040135035	0.0,41.5010447761194,-70.67842198836	0.0,41.5010447761194,-70.67301357536965	0.0,41.5010447761194,-70.66760516237932	0.0,41.5010447761194,-70.66219674938897	0.0,41.5010447761194,-70.65678833639862	0.0,41.5010447761194,-70.65137992340827	0.0,41.5010447761194,-70.64597151041794	0.0,41.5010447761194,-70.64056309742759	0.0,41.5010447761194,-70.63515468443724	0.0,41.5010447761194,-70.62974627144689	0.0,41.5010447761194,-70.62433785845656	0.0,41.5010447761194,-70.61892944546621	0.0,41.5010447761194,-70.61352103247586	0.0,41.5010447761194,-70.60811261948552	0.0,41.5010447761194,-70.60270420649518	0.0,41.5010447761194,-70.59729579350483	0.0,41.5010447761194,-70.59188738051448	0.0,41.5010447761194,-70.58647896752414	0.0,41.5010447761194,-70.5810705545338	0.0,41.5010447761194,-70.57566214154345	0.0,41.5010447761194,-70.5702537285531	0.0,41.5010447761194,-70.56484531556276	0.0,41.5010447761194,-70.55943690257241	0.0,41.5010447761194,-70.55402848958207	0.0,41.5010447761194,-70.54862007659172	0.0,41.5010447761194,-70.54321166360138	0.0,41.5010447761194,-70.53780325061103	0.0,41.5010447761194,-70.53239483762069	0.0,41.5010447761194,-70.52698642463035	0.0,41.5010447761194,-70.52157801164	0.0,41.5010447761194,-70.51616959864965	0.0,41.5010447761194,-70.5107611856593	0.0,41.5010447761194,-70.50535277266897	0.0,41.5010447761194,-70.49994435967862
-0.596000016,41.497611940298505,-70.70005033686944	-0.00143807,41.497611940298505,-70.69464221055217	0.0,41.497611940298505,-70.6892340842349	0.0,41.497611940298505,-70.68382595791763	0.0,41.497611940298505,-70.67841783160037	0.0,41.497611940298505,-70.6730097052831	0.0,41.497611940298505,-70.66760157896583	0.0,41.497611940298505,-70.66219345264857	0.0,41.497611940298505,-70.6567853263313	0.0,41.497611940298505,-70.65137720001404	0.0,41.497611940298505,-70.64596907369676	0.0,41.497611940298505,-70.6405609473795	0.0,41.497611940298505,-70.63515282106223	0.0,41.497611940298505,-70.62974469474497	0.0,41.497611940298505,-70.6243365684277	0.0,41.497611940298505,-70.61892844211043	0.0,41.497611940298505,-70.61352031579317	0.0,41.497611940298505,-70.6081121894759	0.0,41.497611940298505,-70.60270406315863	0.0,41.497611940298505,-70.59729593684136	0.0,41.497611940298505,-70.5918878105241	0.0,41.497611940298505,-70.58647968420684	0.0,41.497611940298505,-70.58107155788956	0.0,41.497611940298505,-70.5756634315723	0.0,41.497611940298505,-70.57025530525503	0.0,41.497611940298505,-70.56484717893777	0.0,41.497611940298505,-70.55943905262049	0.0,41.497611940298505,-70.55403092630323	0.0,41.497611940298505,-70.54862279998596	0.0,41.497611940298505,-70.5432146736687	0.0,41.497611940298505,-70.53780654735142	0.0,41.497611940298505,-70.53239842103416	0.0,41.497611940298505,-70.5269902947169	0.0,41.497611940298505,-70.52158216839962	0.0,41.497611940298505,-70.51617404208235	0.0,41.497611940298505,-70.51076591576509	0.0,41.497611940298505,-70.50535778944783	0.0,41.497611940298505,-70.49994966313055
-0.596000016,41.49417910447761,-70.70004503433881	-0.006310588,41.49417910447761,-70.69463719464483	0.0,41.49417910447761,-70.68922935495084	0.0,41.49417910447761,-70.68382151525685	0.0,41.49417910447761,-70.67841367556285	0.0,41.49417910447761,-70.67300583586886	0.0,41.49417910447761,-70.66759799617488	0.0,41.49417910447761,-70.66219015648089	0.0,41.49417910447761,-70.6567823167869	0.0,41.49417910447761,-70.65137447709292	0.0,41.49417910447761,-70.64596663739891	0.0,41.49417910447761,-70.64055879770493	0.0,41.49417910447761,-70.63515095801094	0.0,41.49417910447761,-70.62974311831695	0.0,41.49417910447761,-70.62433527862297	0.0,41.49417910447761,-70.61892743892898	0.0,41.49417910447761,-70.61351959923498	0.0,41.49417910447761,-70.60811175954099	0.0,41.49417910447761,-70.602703919847	0.0,41.49417910447761,-70.59729608015301	0.0,41.49417910447761,-70.59188824045903	0.0,41.49417910447761,-70.58648040076504	0.0,41.49417910447761,-70.58107256107104	0.0,41.49417910447761,-70.57566472137705	0.0,41.49417910447761,-70.57025688168306	0.0,41.49417910447761,-70.56484904198908	0.0,41.49417910447761,-70.55944120229509	0.0,41.49417910447761,-70.5540333626011	0.0,41.49417910447761,-70.5486255229071	0.0,41.49417910447761,-70.54321768321311	0.0,41.49417910447761,-70.53780984351913	0.0,41.49417910447761,-70.53240200382514	0.0,41.49417910447761,-70.52699416413115	0.0,41.49417910447761,-70.52158632443717	0.0,41.49417910447761,-70.51617848474316	0.0,41.49417910447761,-70.51077064504918	0.0,41.49417910447761,-70.50536280535519	0.0,41.49417910447761,-70.4999549656612
