radius:12.0
size:70^25
path:data/templates/BayArea.txt
+data:
497.22991689750694,3,37,58	518.005540166205,3,37,58	443.213296398892,3,37,58	325.4847645429363,3,38,59	207.75623268698064,3,39,59	34.62603878116344,3,40,60	1.3850415512465375,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	12.465373961218837,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	130.19390581717454,3,40,60	2.770083102493075,3,40,60	1.3850415512465375,3,40,60	6.9252077562326875,3,40,60	18.005540166204987,3,40,60	27.70083102493075,3,40,60	36.011080332409975,3,40,60	142.65927977839337,3,39,60	145.42936288088643,3,39,60
826.8698060941829,4,35,57	803.3240997229917,4,35,57	821.3296398891968,4,35,57	318.55955678670364,3,38,59	124.65373961218837,3,40,60	55.4016620498615,3,40,60	19.390581717451525,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	8.310249307479225,3,40,60	1.3850415512465375,3,40,60	1.3850415512465375,3,40,60	5.54016620498615,3,40,60	9.695290858725762,3,40,60	19.390581717451525,3,40,60	24.930747922437675,3,40,60	120.49861495844877,3,40,60	283.9335180055402,3,38,59
1000.0000000000001,4,33,56	890.5817174515236,4,34,56	691.1357340720222,3,36,57	303.3240997229917,3,38,59	281.1634349030471,3,38,59	254.8476454293629,3,39,59	12.465373961218837,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	47.091412742382275,3,40,60	-2.770083102493075,3,40,60	1.3850415512465375,3,40,60	4.1551246537396125,3,40,60	9.695290858725762,3,40,60	16.62049861495845,3,40,60	29.085872576177287,3,40,60	204.98614958448755,3,39,60
800.5540166204987,4,35,57	644.04432132964,3,36,57	504.1551246537397,3,37,58	325.4847645429363,3,38,59	174.51523545706374,3,39,60	148.19944598337952,3,39,60	135.73407202216066,3,40,60	45.70637119113574,3,40,60	30.470914127423825,3,40,60	67.86703601108033,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	9.695290858725762,3,40,60	2.770083102493075,3,40,60	6.9252077562326875,3,40,60	13.850415512465375,3,40,60	26.315789473684212,3,40,60	66.4819944598338,3,40,60
587.2576177285318,3,36,58	425.207756232687,3,37,58	394.7368421052632,3,38,59	199.4459833795014,3,39,60	137.11911357340722,3,40,60	74.79224376731302,3,40,60	31.855955678670362,3,40,60	70.63711911357342,3,40,60	145.42936288088643,3,39,60	229.91689750692524,3,39,59	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	18.005540166204987,3,40,60	0.0,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	13.850415512465375,3,40,60	38.78116343490305,3,40,60
530.4709141274238,3,37,58	344.87534626038786,3,38,59	206.37119113573408,3,39,60	367.03601108033246,3,38,59	170.36011080332412,3,39,60	11.0803324099723,3,40,60	5.54016620498615,3,40,60	13.850415512465375,3,40,60	5.54016620498615,3,40,60	20.775623268698062,3,40,60	121.8836565096953,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	13.850415512465375,3,40,60
494.4598337950139,3,37,58	256.23268698060946,3,39,59	192.52077562326872,3,39,60	139.88919667590028,3,39,60	221.606648199446,3,39,59	85.87257617728532,3,40,60	-2.770083102493075,3,40,60	48.47645429362881,3,40,60	0.0,3,40,60	0.0,3,40,60	77.5623268698061,3,40,60	127.42382271468145,3,40,60	54.01662049861496,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	-1.3850415512465375,3,40,60	0.0,3,40,60	24.930747922437675,3,40,60
365.6509695290859,3,38,59	319.94459833795014,3,38,59	96.95290858725762,3,40,60	146.81440443213296,3,39,60	229.91689750692524,3,39,59	42.93628808864266,3,40,60	30.470914127423825,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	65.09695290858727,3,40,60	213.29639889196676,3,39,59	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	23.545706371191137,3,40,60	12.465373961218837,3,40,60
72.02216066481995,3,40,60	198.06094182825487,3,39,60	192.52077562326872,3,39,60	279.77839335180056,3,38,59	274.23822714681444,3,39,59	109.41828254847647,3,40,60	15.235457063711912,3,40,60	72.02216066481995,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	91.41274238227147,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	9.695290858725762,3,40,60
0.0,3,40,60	167.59002770083103,3,39,60	109.41828254847647,3,40,60	127.42382271468145,3,40,60	362.88088642659284,3,38,59	293.6288088642659,3,38,59	56.78670360110804,3,40,60	31.855955678670362,3,40,60	5.54016620498615,3,40,60	0.0,3,40,60	0.0,3,40,60	70.63711911357342,3,40,60	0.0,3,40,60	0.0,3,40,60	23.545706371191137,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	-1.3850415512465375,3,40,60	6.9252077562326875,3,40,60
0.0,3,40,60	0.0,3,40,60	12.465373961218837,3,40,60	139.88919667590028,3,39,60	261.7728531855956,3,39,59	139.88919667590028,3,39,60	272.8531855955679,3,39,59	181.44044321329642,3,39,60	92.79778393351802,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	134.34903047091413,3,40,60	180.05540166204986,3,39,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	-1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	41.551246537396125,3,40,60	238.22714681440445,3,39,59	54.01662049861496,3,40,60	412.74238227146816,3,38,59	220.22160664819947,3,39,59	358.7257617728532,3,38,59	206.37119113573408,3,39,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	51.24653739612189,3,40,60	204.98614958448755,3,39,60	267.31301939058176,3,39,59	54.01662049861496,3,40,60	256.23268698060946,3,39,59	293.6288088642659,3,38,59	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	80.33240997229917,3,40,60	167.59002770083103,3,39,60	134.34903047091413,3,40,60	87.25761772853187,3,40,60	314.404432132964,3,38,59	27.70083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	-1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	84.48753462603878,3,40,60	120.49861495844877,3,40,60	337.9501385041551,3,38,59	83.10249307479225,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	16.62049861495845,3,40,60	0.0,3,40,60	58.171745152354575,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	0.0,3,40,60	6.9252077562326875,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	4.1551246537396125,3,40,60	5.54016620498615,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	91.41274238227147,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60	9.695290858725762,3,40,60	45.70637119113574,3,40,60	8.310249307479225,3,40,60	15.235457063711912,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	13.850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	164.81994459833797,3,39,60	148.19944598337952,3,39,60	63.711911357340725,3,40,60	40.16620498614959,3,40,60	58.171745152354575,3,40,60	112.18836565096953,3,40,60	26.315789473684212,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	-6.9252077562326875,3,40,60	41.551246537396125,3,40,60	87.25761772853187,3,40,60	101.10803324099723,3,40,60	126.03878116343492,3,40,60	83.10249307479225,3,40,60	112.18836565096953,3,40,60	80.33240997229917,3,40,60	62.32686980609419,3,40,60	19.390581717451525,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	6.9252077562326875,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	6.9252077562326875,3,40,60	127.42382271468145,3,40,60	77.5623268698061,3,40,60	66.4819944598338,3,40,60	81.71745152354572,3,40,60	132.9639889196676,3,40,60	81.71745152354572,3,40,60	42.93628808864266,3,40,60	30.470914127423825,3,40,60	5.54016620498615,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60	2.770083102493075,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	58.171745152354575,3,40,60	73.40720221606648,3,40,60	95.56786703601108,3,40,60	106.64819944598338,3,40,60	119.11357340720222,3,40,60	83.10249307479225,3,40,60	62.32686980609419,3,40,60	19.390581717451525,3,40,60	4.1551246537396125,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	54.01662049861496,3,40,60	84.48753462603878,3,40,60	101.10803324099723,3,40,60	120.49861495844877,3,40,60	141.27423822714684,3,39,60	152.35457063711914,3,39,60	34.62603878116344,3,40,60	15.235457063711912,3,40,60	8.310249307479225,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	41.551246537396125,3,40,60	109.41828254847647,3,40,60	149.58448753462605,3,39,60	157.89473684210526,3,39,60	321.3296398891967,3,38,59	134.34903047091413,3,40,60	76.17728531855957,3,40,60	19.390581717451525,3,40,60	112.18836565096953,3,40,60	11.0803324099723,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	34.62603878116344,3,40,60	120.49861495844877,3,40,60	188.3656509695291,3,39,60	260.3878116343491,3,39,59	303.3240997229917,3,38,59	155.1246537396122,3,39,60	62.32686980609419,3,40,60	22.1606648199446,3,40,60	8.310249307479225,3,40,60	-2.770083102493075,3,40,60	-8.310249307479225,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	37.39612188365651,3,40,60	77.5623268698061,3,40,60	121.8836565096953,3,40,60	164.81994459833797,3,39,60	283.9335180055402,3,38,59	239.61218836565098,3,39,59	78.94736842105263,3,40,60	99.7229916897507,3,40,60	5.54016620498615,3,40,60	4.1551246537396125,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
