radius:12.0
size:70^25
path:data/templates/BayArea.txt
+data:
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	26.315789473684212,3,40,60	49.86149584487535,3,40,60	101.10803324099723,3,40,60	189.75069252077563,3,39,60	238.22714681440445,3,39,59	110.803324099723,3,40,60	83.10249307479225,3,40,60	20.775623268698062,3,40,60	48.47645429362881,3,40,60	41.551246537396125,3,40,60	6.9252077562326875,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	6.9252077562326875,3,40,60	30.470914127423825,3,40,60	66.4819944598338,3,40,60	109.41828254847647,3,40,60	150.96952908587258,3,39,60	55.4016620498615,3,40,60	146.81440443213296,3,39,60	73.40720221606648,3,40,60	19.390581717451525,3,40,60	4.1551246537396125,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	63.711911357340725,3,40,60	16.62049861495845,3,40,60	70.63711911357342,3,40,60	198.06094182825487,3,39,60	146.81440443213296,3,39,60	91.41274238227147,3,40,60	153.73961218836567,3,39,60	150.96952908587258,3,39,60	78.94736842105263,3,40,60	6.9252077562326875,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	38.78116343490305,3,40,60	18.005540166204987,3,40,60	74.79224376731302,3,40,60	146.81440443213296,3,39,60	130.19390581717454,3,40,60	170.36011080332412,3,39,60	120.49861495844877,3,40,60	19.390581717451525,3,40,60	5.54016620498615,3,40,60	4.1551246537396125,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	58.171745152354575,3,40,60	67.86703601108033,3,40,60	149.58448753462605,3,39,60	238.22714681440445,3,39,59	299.1689750692521,3,38,59	253.46260387811637,3,39,59	18.005540166204987,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	114.95844875346262,3,40,60	55.4016620498615,3,40,60	102.49307479224377,3,40,60	242.38227146814407,3,39,59	391.9667590027701,3,38,59	88.6426592797784,3,40,60	55.4016620498615,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	189.75069252077563,3,39,60	101.10803324099723,3,40,60	66.4819944598338,3,40,60	137.11911357340722,3,40,60	444.59833795013856,3,37,58	279.77839335180056,3,38,59	42.93628808864266,3,40,60	5.54016620498615,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	180.05540166204986,3,39,60	149.58448753462605,3,39,60	76.17728531855957,3,40,60	87.25761772853187,3,40,60	211.91135734072023,3,39,59	371.1911357340721,3,38,59	350.415512465374,3,38,59	173.13019390581718,3,39,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	235.45706371191136,3,39,59	178.67036011080333,3,39,60	108.03324099722992,3,40,60	33.2409972299169,3,40,60	67.86703601108033,3,40,60	171.74515235457065,3,39,60	117.72853185595568,3,40,60	203.60110803324102,3,39,60	18.005540166204987,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	121.8836565096953,3,40,60	261.7728531855956,3,39,59	101.10803324099723,3,40,60	67.86703601108033,3,40,60	23.545706371191137,3,40,60	54.01662049861496,3,40,60	101.10803324099723,3,40,60	13.850415512465375,3,40,60	26.315789473684212,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	63.711911357340725,3,40,60	263.15789473684214,3,39,59	260.3878116343491,3,39,59	80.33240997229917,3,40,60	36.011080332409975,3,40,60	8.310249307479225,3,40,60	18.005540166204987,3,40,60	5.54016620498615,3,40,60	19.390581717451525,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	49.86149584487535,3,40,60	180.05540166204986,3,39,60	238.22714681440445,3,39,59	110.803324099723,3,40,60	62.32686980609419,3,40,60	12.465373961218837,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	33.2409972299169,3,40,60	246.53739612188366,3,39,59	278.39335180055406,3,38,59	180.05540166204986,3,39,60	74.79224376731302,3,40,60	37.39612188365651,3,40,60	6.9252077562326875,3,40,60	4.1551246537396125,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	9.695290858725762,3,40,60	200.83102493074793,3,39,60	261.7728531855956,3,39,59	231.30193905817177,3,39,59	137.11911357340722,3,40,60	48.47645429362881,3,40,60	8.310249307479225,3,40,60	1.3850415512465375,3,40,60	-2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	16.62049861495845,3,40,60	103.87811634349032,3,40,60	342.10526315789474,3,38,59	303.3240997229917,3,38,59	128.80886426592798,3,40,60	84.48753462603878,3,40,60	16.62049861495845,3,40,60	-5.54016620498615,3,40,60	-9.695290858725762,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	26.315789473684212,3,40,60	87.25761772853187,3,40,60	372.5761772853186,3,38,59	328.2548476454294,3,38,59	211.91135734072023,3,39,59	157.89473684210526,3,39,60	40.16620498614959,3,40,60	9.695290858725762,3,40,60	6.9252077562326875,3,40,60	1.3850415512465375,3,40,60	2.770083102493075,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	15.235457063711912,3,40,60	105.26315789473685,3,40,60	313.01939058171746,3,38,59	324.09972299168976,3,38,59	289.47368421052636,3,38,59	185.59556786703604,3,39,60	164.81994459833797,3,39,60	85.87257617728532,3,40,60	31.855955678670362,3,40,60	0.0,3,40,60	4.1551246537396125,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	16.62049861495845,3,40,60	1.3850415512465375,3,40,60	130.19390581717454,3,40,60	139.88919667590028,3,39,60	206.37119113573408,3,39,60	472.2991689750693,3,37,58	354.5706371191136,3,38,59	185.59556786703604,3,39,60	150.96952908587258,3,39,60	49.86149584487535,3,40,60	19.390581717451525,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	240.99722991689754,3,39,59	9.695290858725762,3,40,60	141.27423822714684,3,39,60	80.33240997229917,3,40,60	138.50415512465375,3,39,60	434.90304709141276,3,37,58	465.3739612188366,3,37,58	203.60110803324102,3,39,60	240.99722991689754,3,39,59	119.11357340720222,3,40,60	33.2409972299169,3,40,60	15.235457063711912,3,40,60	2.770083102493075,3,40,60	5.54016620498615,3,40,60	1.3850415512465375,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	292.2437673130194,3,38,59	135.73407202216066,3,40,60	33.2409972299169,3,40,60	55.4016620498615,3,40,60	282.5484764542937,3,38,59	513.8504155124654,3,37,58	493.0747922437673,3,37,58	357.34072022160666,3,38,59	185.59556786703604,3,39,60	227.14681440443215,3,39,59	94.18282548476455,3,40,60	37.39612188365651,3,40,60	18.005540166204987,3,40,60	4.1551246537396125,3,40,60	5.54016620498615,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	263.15789473684214,3,39,59	385.04155124653744,3,38,59	303.3240997229917,3,38,59	204.98614958448755,3,39,60	191.13573407202216,3,39,60	386.42659279778394,3,38,59	522.1606648199446,3,37,58	376.7313019390582,3,38,59	342.10526315789474,3,38,59	210.5263157894737,3,39,59	149.58448753462605,3,39,60	85.87257617728532,3,40,60	47.091412742382275,3,40,60	24.930747922437675,3,40,60	11.0803324099723,3,40,60	2.770083102493075,3,40,60	-2.770083102493075,3,40,60	4.1551246537396125,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	37.39612188365651,3,40,60	409.9722991689751,3,38,59	578.9473684210527,3,36,58	459.8337950138505,3,37,58	497.22991689750694,3,37,58	378.11634349030476,3,38,59	461.218836565097,3,37,58	373.96121883656514,3,38,59	487.5346260387812,3,37,58	186.98060941828257,3,39,60	253.46260387811637,3,39,59	146.81440443213296,3,39,60	81.71745152354572,3,40,60	52.631578947368425,3,40,60	24.930747922437675,3,40,60	13.850415512465375,3,40,60	1.3850415512465375,3,40,60	-1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	42.93628808864266,3,40,60	137.11911357340722,3,40,60	526.3157894736843,3,37,58	706.3711911357341,4,35,57	602.4930747922438,3,36,58	391.9667590027701,3,38,59	308.86426592797784,3,38,59	339.3351800554017,3,38,59	423.82271468144046,3,37,58	301.93905817174516,3,38,59	170.36011080332412,3,39,60	263.15789473684214,3,39,59	246.53739612188366,3,39,59	113.57340720221607,3,40,60	49.86149584487535,3,40,60	13.850415512465375,3,40,60	1.3850415512465375,3,40,60	1.3850415512465375,3,40,60
0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	0.0,3,40,60	12.465373961218837,3,40,60	175.90027700831027,3,39,60	379.50138504155126,3,38,59	500.00000000000006,3,37,58	569.2520775623269,3,36,58	648.1994459833795,3,36,57	491.6897506925208,3,37,58	288.0886426592798,3,38,59	365.6509695290859,3,38,59	393.3518005540167,3,38,59	119.11357340720222,3,40,60	295.0138504155125,3,38,59	211.91135734072023,3,39,59	170.36011080332412,3,39,60	74.79224376731302,3,40,60	22.1606648199446,3,40,60	11.0803324099723,3,40,60	-2.770083102493075,3,40,60
-data:
