radius:25.0
size:94^55
path:sample.svg
fields:latitude	longitude
geo:37.68,37.88,-122.55,-122.38
+data:
-16.472171783,37.82408602150538,-122.55005075059644	-19.402326584,37.82408602150538,-122.54690072279658	-20.560855865,37.82408602150538,-122.5437506949967	-1.600000024,37.82408602150538,-122.54060066719684	22.996723175,37.82408602150538,-122.53745063939697	44.173717499,37.82408602150538,-122.5343006115971	40.78295517,37.82408602150538,-122.53115058379723	79.631347656,37.82408602150538,-122.52800055599737	27.178159714,37.82408602150538,-122.52485052819749	-1.600000024,37.82408602150538,-122.52170050039763	-1.600000024,37.82408602150538,-122.51855047259775	-1.600000024,37.82408602150538,-122.51540044479789	-1.600000024,37.82408602150538,-122.51225041699803	0.025489006,37.82408602150538,-122.50910038919815	36.240135193,37.82408602150538,-122.50595036139829	103.798660278,37.82408602150538,-122.50280033359842	181.701843262,37.82408602150538,-122.49965030579855	85.334274292,37.82408602150538,-122.49650027799868	-1.600000024,37.82408602150538,-122.49335025019882	-1.600000024,37.82408602150538,-122.49020022239894	-1.600000024,37.82408602150538,-122.48705019459908	-1.600000024,37.82408602150538,-122.4839001667992	-1.187157989,37.82408602150538,-122.48075013899934	-0.400000006,37.82408602150538,-122.47760011119948	-0.400000006,37.82408602150538,-122.4744500833996	-0.39663434,37.82408602150538,-122.47130005559974	-0.37912187,37.82408602150538,-122.46815002779987	-53.340465546,37.82408602150538,-122.465	-45.427200317,37.82408602150538,-122.46184997220013	-38.724563599,37.82408602150538,-122.45869994440027	-33.067947388,37.82408602150538,-122.45554991660039	-31.105503082,37.82408602150538,-122.45239988880053	-30.228326797,37.82408602150538,-122.44924986100065	-24.976411819,37.82408602150538,-122.44609983320079	-23.189405441,37.82408602150538,-122.44294980540093	-22.448207855,37.82408602150538,-122.43979977760105	-18.695383072,37.82408602150538,-122.43664974980119	-0.307413191,37.82408602150538,-122.43349972200132	-0.301472157,37.82408602150538,-122.43034969420145	-0.300000012,37.82408602150538,-122.42719966640158	-0.300000012,37.82408602150538,-122.42404963860172	-0.300000012,37.82408602150538,-122.42089961080184	-0.281790584,37.82408602150538,-122.41774958300198	-0.269944251,37.82408602150538,-122.4145995552021	-0.258106232,37.82408602150538,-122.41144952740224	-0.245568454,37.82408602150538,-122.40829949960238	-22.066478729,37.82408602150538,-122.4051494718025	-22.687498093,37.82408602150538,-122.40199944400264	-23.244606018,37.82408602150538,-122.39884941620276	-23.283044815,37.82408602150538,-122.3956993884029	-22.083013535,37.82408602150538,-122.39254936060303	-19.203239441,37.82408602150538,-122.38939933280317	-15.612905502,37.82408602150538,-122.38624930500329	0.006797969,37.82408602150538,-122.38309927720343	0.050000001,37.82408602150538,-122.37994924940355
-13.412643433,37.821935483870966,-122.5500482723832	-14.862118721,37.821935483870966,-122.546898336369	-18.910575867,37.821935483870966,-122.54374840035481	-19.22177887,37.821935483870966,-122.54059846434062	-1.600000024,37.821935483870966,-122.53744852832642	-1.600000024,37.821935483870966,-122.53429859231223	67.773246765,37.821935483870966,-122.53114865629804	44.861656189,37.821935483870966,-122.52799872028385	-1.600000024,37.821935483870966,-122.52484878426965	-1.600000024,37.821935483870966,-122.52169884825545	-1.600000024,37.821935483870966,-122.51854891224127	-1.600000024,37.821935483870966,-122.51539897622708	-1.600000024,37.821935483870966,-122.51224904021288	-1.600000024,37.821935483870966,-122.5090991041987	-1.600000024,37.821935483870966,-122.5059491681845	44.884132385,37.821935483870966,-122.5027992321703	1.287663817,37.821935483870966,-122.49964929615611	-1.600000024,37.821935483870966,-122.49649936014193	-1.600000024,37.821935483870966,-122.49334942412773	-1.600000024,37.821935483870966,-122.49019948811353	-1.600000024,37.821935483870966,-122.48704955209934	-1.600000024,37.821935483870966,-122.48389961608515	-1.393755555,37.821935483870966,-122.48074968007096	-1.070000052,37.821935483870966,-122.47759974405676	-0.400000006,37.821935483870966,-122.47444980804256	-0.397870034,37.821935483870966,-122.47129987202838	-0.380355597,37.821935483870966,-122.46814993601419	-58.546802521,37.821935483870966,-122.46499999999999	-50.669612885,37.821935483870966,-122.4618500639858	-46.414897919,37.821935483870966,-122.45870012797161	-41.910903931,37.821935483870966,-122.45555019195741	-36.84853363,37.821935483870966,-122.45240025594322	-30.619644165,37.821935483870966,-122.44925031992904	-26.381216049,37.821935483870966,-122.44610038391484	-23.085132599,37.821935483870966,-122.44295044790064	-19.185287476,37.821935483870966,-122.43980051188645	-19.25135231,37.821935483870966,-122.43665057587226	-21.302656174,37.821935483870966,-122.43350063985807	-0.300000012,37.821935483870966,-122.43035070384387	-0.300000012,37.821935483870966,-122.42720076782969	-0.300000012,37.821935483870966,-122.42405083181549	-0.300000012,37.821935483870966,-122.4209008958013	-0.300000012,37.821935483870966,-122.4177509597871	-25.138326645,37.821935483870966,-122.41460102377292	-22.995075226,37.821935483870966,-122.41145108775872	-24.076242447,37.821935483870966,-122.40830115174452	-24.153097153,37.821935483870966,-122.40515121573033	-23.866765976,37.821935483870966,-122.40200127971615	-23.867332458,37.821935483870966,-122.39885134370195	-24.728298187,37.821935483870966,-122.39570140768775	-24.58499527,37.821935483870966,-122.39255147167356	-22.63376236,37.821935483870966,-122.38940153565937	-19.052297592,37.821935483870966,-122.38625159964518	0.050000001,37.821935483870966,-122.38310166363098	0.050000001,37.821935483870966,-122.3799517276168
-11.239980698,37.81978494623656,-122.55004579443418	-12.145051003,37.81978494623656,-122.54689595019588	-14.649075508,37.81978494623656,-122.54374610595758	-18.981695175,37.81978494623656,-122.54059626171927	-1.600000024,37.81978494623656,-122.53744641748096	-1.600000024,37.81978494623656,-122.53429657324267	68.904121399,37.81978494623656,-122.53114672900436	-1.600000024,37.81978494623656,-122.52799688476605	-1.600000024,37.81978494623656,-122.52484704052776	-1.600000024,37.81978494623656,-122.52169719628945	-1.600000024,37.81978494623656,-122.51854735205116	-1.600000024,37.81978494623656,-122.51539750781285	-1.600000024,37.81978494623656,-122.51224766357454	-1.600000024,37.81978494623656,-122.50909781933625	-1.600000024,37.81978494623656,-122.50594797509794	-1.600000024,37.81978494623656,-122.50279813085963	-1.600000024,37.81978494623656,-122.49964828662134	-1.600000024,37.81978494623656,-122.49649844238303	-1.600000024,37.81978494623656,-122.49334859814472	-1.600000024,37.81978494623656,-122.49019875390643	-1.600000024,37.81978494623656,-122.48704890966812	-1.600000024,37.81978494623656,-122.48389906542981	-1.579972029,37.81978494623656,-122.48074922119152	-1.070000052,37.81978494623656,-122.47759937695321	-0.400000006,37.81978494623656,-122.47444953271491	-0.399104327,37.81978494623656,-122.4712996884766	-0.38056007,37.81978494623656,-122.4681498442383	-62.332683563,37.81978494623656,-122.465	-55.630218506,37.81978494623656,-122.4618501557617	-42.952857971,37.81978494623656,-122.45870031152339	-36.045906067,37.81978494623656,-122.4555504672851	-30.602813721,37.81978494623656,-122.45240062304678	-26.952161789,37.81978494623656,-122.44925077880848	-25.421533585,37.81978494623656,-122.44610093457018	-19.652845383,37.81978494623656,-122.44295109033187	-16.764015198,37.81978494623656,-122.43980124609357	-21.388328552,37.81978494623656,-122.43665140185527	-23.478275299,37.81978494623656,-122.43350155761696	-0.300000012,37.81978494623656,-122.43035171337867	-0.300000012,37.81978494623656,-122.42720186914036	-12.059522629,37.81978494623656,-122.42405202490205	-23.35842514,37.81978494623656,-122.42090218066376	-23.81861496,37.81978494623656,-122.41775233642545	-23.365869522,37.81978494623656,-122.41460249218714	-24.691591263,37.81978494623656,-122.41145264794885	-27.87991333,37.81978494623656,-122.40830280371054	-28.323160172,37.81978494623656,-122.40515295947223	-27.224542618,37.81978494623656,-122.40200311523394	-24.677675247,37.81978494623656,-122.39885327099563	-24.696298599,37.81978494623656,-122.39570342675732	-26.857286453,37.81978494623656,-122.39255358251903	-26.534370422,37.81978494623656,-122.38940373828072	-23.729810715,37.81978494623656,-122.38625389404241	0.050000001,37.81978494623656,-122.38310404980412	0.050000001,37.81978494623656,-122.37995420556581
-10.092411041,37.81763440860215,-122.55004331674937	-11.077717781,37.81763440860215,-122.54689356427717	-12.219343185,37.81763440860215,-122.54374381180497	-15.224646568,37.81763440860215,-122.54059405933278	-1.600000024,37.81763440860215,-122.53744430686058	-1.600000024,37.81763440860215,-122.53429455438837	-1.600000024,37.81763440860215,-122.53114480191617	-1.600000024,37.81763440860215,-122.52799504944397	-1.600000024,37.81763440860215,-122.52484529697178	-1.600000024,37.81763440860215,-122.52169554449958	-1.600000024,37.81763440860215,-122.51854579202738	-20.962364197,37.81763440860215,-122.51539603955518	-1.600000024,37.81763440860215,-122.51224628708299	-1.600000024,37.81763440860215,-122.50909653461078	-1.600000024,37.81763440860215,-122.50594678213858	-1.600000024,37.81763440860215,-122.50279702966638	-1.600000024,37.81763440860215,-122.49964727719419	-1.600000024,37.81763440860215,-122.49649752472199	-1.600000024,37.81763440860215,-122.49334777224979	-1.600000024,37.81763440860215,-122.4901980197776	-1.600000024,37.81763440860215,-122.4870482673054	-1.600000024,37.81763440860215,-122.4838985148332	-1.600000024,37.81763440860215,-122.48074876236099	-1.070000052,37.81763440860215,-122.47759900988879	-101.058677673,37.81763440860215,-122.4744492574166	-84.838043213,37.81763440860215,-122.4712995049444	-66.623001099,37.81763440860215,-122.4681497524722	-52.031139374,37.81763440860215,-122.465	-42.95936203,37.81763440860215,-122.4618502475278	-32.593425751,37.81763440860215,-122.45870049505561	-28.791059494,37.81763440860215,-122.4555507425834	-25.11441803,37.81763440860215,-122.4524009901112	-23.275434494,37.81763440860215,-122.449251237639	-23.485622406,37.81763440860215,-122.4461014851668	-19.877401352,37.81763440860215,-122.44295173269461	-20.712362289,37.81763440860215,-122.43980198022241	-21.770805359,37.81763440860215,-122.43665222775022	-23.08341217,37.81763440860215,-122.43350247527802	-24.249214172,37.81763440860215,-122.43035272280582	-24.404216766,37.81763440860215,-122.42720297033361	-25.201034546,37.81763440860215,-122.42405321786141	-23.520339966,37.81763440860215,-122.42090346538922	-22.225286484,37.81763440860215,-122.41775371291702	-24.63120842,37.81763440860215,-122.41460396044482	-28.744438171,37.81763440860215,-122.41145420797262	-28.746648788,37.81763440860215,-122.40830445550043	-28.507436752,37.81763440860215,-122.40515470302823	-26.871530533,37.81763440860215,-122.40200495055603	-0.172700584,37.81763440860215,-122.39885519808382	-0.160850793,37.81763440860215,-122.39570544561163	-27.609428406,37.81763440860215,-122.39255569313943	-29.372169495,37.81763440860215,-122.38940594066723	-28.764148712,37.81763440860215,-122.38625618819503	0.050000001,37.81763440860215,-122.38310643572284	0.050000001,37.81763440860215,-122.37995668325064
-10.747096062,37.815483870967746,-122.5500408393287	-10.857608795,37.815483870967746,-122.54689117861282	-11.19744873,37.815483870967746,-122.54374151789695	-12.829044342,37.815483870967746,-122.54059185718107	-1.600000024,37.815483870967746,-122.5374421964652	-1.600000024,37.815483870967746,-122.53429253574932	-1.600000024,37.815483870967746,-122.53114287503344	4.460000038,37.815483870967746,-122.52799321431756	-1.600000024,37.815483870967746,-122.52484355360167	-22.793462753,37.815483870967746,-122.52169389288579	-29.507850647,37.815483870967746,-122.51854423216992	-36.916736603,37.815483870967746,-122.51539457145404	-1.600000024,37.815483870967746,-122.51224491073816	-1.600000024,37.815483870967746,-122.50909525002228	-1.600000024,37.815483870967746,-122.5059455893064	-1.600000024,37.815483870967746,-122.50279592859053	-1.600000024,37.815483870967746,-122.49964626787465	-1.600000024,37.815483870967746,-122.49649660715878	-1.600000024,37.815483870967746,-122.4933469464429	-1.600000024,37.815483870967746,-122.49019728572702	-1.600000024,37.815483870967746,-122.48704762501114	-1.600000024,37.815483870967746,-122.48389796429527	-1.600000024,37.815483870967746,-122.48074830357938	-1.070000052,37.815483870967746,-122.4775986428635	-94.833984375,37.815483870967746,-122.47444898214762	-72.15058136,37.815483870967746,-122.47129932143174	-58.356052399,37.815483870967746,-122.46814966071587	-36.86598587,37.815483870967746,-122.46499999999999	-24.999490738,37.815483870967746,-122.46185033928411	-22.675773621,37.815483870967746,-122.45870067856823	-22.081771851,37.815483870967746,-122.45555101785236	-0.327061594,37.815483870967746,-122.45240135713648	-0.320848644,37.815483870967746,-122.4492516964206	-0.314771324,37.815483870967746,-122.44610203570473	-0.308698893,37.815483870967746,-122.44295237498885	-22.781864166,37.815483870967746,-122.43980271427297	-22.931570053,37.815483870967746,-122.43665305355708	-22.68321228,37.815483870967746,-122.4335033928412	-22.858409882,37.815483870967746,-122.43035373212533	-20.782783508,37.815483870967746,-122.42720407140945	-17.979822159,37.815483870967746,-122.42405441069357	-19.458398819,37.815483870967746,-122.4209047499777	-19.12263298,37.815483870967746,-122.41775508926182	-20.567871094,37.815483870967746,-122.41460542854594	-20.923053741,37.815483870967746,-122.41145576783006	-0.195599958,37.815483870967746,-122.40830610711419	-0.183755383,37.815483870967746,-122.40515644639831	-0.172052354,37.815483870967746,-122.40200678568243	-0.160204113,37.815483870967746,-122.39885712496655	-0.056854695,37.815483870967746,-122.39570746425068	0.025932904,37.815483870967746,-122.3925578035348	-29.608060837,37.815483870967746,-122.38940814281891	-32.408447266,37.815483870967746,-122.38625848210303	-31.559015274,37.815483870967746,-122.38310882138715	0.050000001,37.815483870967746,-122.37995916067128
-12.371659279,37.81333333333333,-122.55003836217219	-12.35809803,37.81333333333333,-122.54688879320285	-11.967808723,37.81333333333333,-122.5437392242335	-12.560809135,37.81333333333333,-122.54058965526417	-14.661067963,37.81333333333333,-122.53744008629482	-1.600000024,37.81333333333333,-122.53429051732549	-1.600000024,37.81333333333333,-122.53114094835614	-1.600000024,37.81333333333333,-122.5279913793868	-1.600000024,37.81333333333333,-122.52484181041747	-32.268730164,37.81333333333333,-122.52169224144812	-37.153972626,37.81333333333333,-122.51854267247879	-38.94405365,37.81333333333333,-122.51539310350944	-1.600000024,37.81333333333333,-122.5122435345401	-1.600000024,37.81333333333333,-122.50909396557076	-1.600000024,37.81333333333333,-122.50594439660142	-1.600000024,37.81333333333333,-122.50279482763209	-1.600000024,37.81333333333333,-122.49964525866274	-1.600000024,37.81333333333333,-122.4964956896934	-98.949684143,37.81333333333333,-122.49334612072406	-105.042785645,37.81333333333333,-122.49019655175472	-1.600000024,37.81333333333333,-122.48704698278539	-1.600000024,37.81333333333333,-122.48389741381604	-1.600000024,37.81333333333333,-122.4807478448467	-1.070000052,37.81333333333333,-122.47759827587736	-60.577056885,37.81333333333333,-122.47444870690802	-51.223293304,37.81333333333333,-122.47129913793867	-27.242305756,37.81333333333333,-122.46814956896934	-19.030244827,37.81333333333333,-122.465	-0.349158227,37.81333333333333,-122.46185043103065	-0.330617607,37.81333333333333,-122.45870086206132	-0.324775189,37.81333333333333,-122.45555129309197	-0.322921604,37.81333333333333,-122.45240172412264	-0.316488028,37.81333333333333,-122.44925215515329	-0.310414374,37.81333333333333,-122.44610258618395	-0.304339439,37.81333333333333,-122.44295301721462	-0.300000012,37.81333333333333,-122.43980344824527	-20.318418503,37.81333333333333,-122.43665387927594	-19.416275024,37.81333333333333,-122.43350431030659	-16.108268738,37.81333333333333,-122.43035474133725	-13.994132042,37.81333333333333,-122.4272051723679	-13.985842705,37.81333333333333,-122.42405560339857	-15.301885605,37.81333333333333,-122.42090603442924	-1.070000052,37.81333333333333,-122.41775646545989	-1.070000052,37.81333333333333,-122.41460689649055	-1.070000052,37.81333333333333,-122.4114573275212	-0.183102608,37.81333333333333,-122.40830775855187	-0.172093213,37.81333333333333,-122.40515818958252	-0.159554943,37.81333333333333,-122.40200862061319	-0.071397267,37.81333333333333,-122.39885905164385	0.006785717,37.81333333333333,-122.3957094826745	0.050000001,37.81333333333333,-122.39255991370517	-28.341094971,37.81333333333333,-122.38941034473582	-32.199783325,37.81333333333333,-122.38626077576649	-35.975120544,37.81333333333333,-122.38311120679714	0.050000001,37.81333333333333,-122.3799616378278
-14.319454193,37.811182795698926,-122.55003588527977	-14.895061493,37.811182795698926,-122.54688640804719	-15.189216614,37.811182795698926,-122.5437369308146	-16.14781189,37.811182795698926,-122.54058745358202	-16.640563965,37.811182795698926,-122.53743797634944	-1.600000024,37.811182795698926,-122.53428849911684	-1.600000024,37.811182795698926,-122.53113902188426	-1.600000024,37.811182795698926,-122.52798954465167	-1.600000024,37.811182795698926,-122.52484006741909	-40.413322449,37.811182795698926,-122.52169059018651	-38.167011261,37.811182795698926,-122.51854111295393	-38.576896667,37.811182795698926,-122.51539163572134	-41.080844879,37.811182795698926,-122.51224215848876	-1.600000024,37.811182795698926,-122.50909268125618	-1.600000024,37.811182795698926,-122.5059432040236	-62.632305145,37.811182795698926,-122.502793726791	-75.792671204,37.811182795698926,-122.49964424955841	-78.850349426,37.811182795698926,-122.49649477232583	-76.140518188,37.811182795698926,-122.49334529509325	-80.615463257,37.811182795698926,-122.49019581786067	-1.600000024,37.811182795698926,-122.48704634062808	-1.600000024,37.811182795698926,-122.4838968633955	-1.600000024,37.811182795698926,-122.48074738616292	-0.050000053,37.811182795698926,-122.47759790893033	-0.400000006,37.811182795698926,-122.47444843169775	-0.400000006,37.811182795698926,-122.47129895446515	-0.385421216,37.811182795698926,-122.46814947723257	-0.367907196,37.811182795698926,-122.46499999999999	-0.349361837,37.811182795698926,-122.4618505227674	-0.331850678,37.811182795698926,-122.45870104553482	-0.316726357,37.811182795698926,-122.45555156830224	-0.315560848,37.811182795698926,-122.45240209106966	-0.312130302,37.811182795698926,-122.44925261383707	-0.306056559,37.811182795698926,-122.44610313660449	-0.300000012,37.811182795698926,-122.4429536593719	-0.300000012,37.811182795698926,-122.43980418213931	-12.836165428,37.811182795698926,-122.43665470490673	-1.070000052,37.811182795698926,-122.43350522767415	-1.070000052,37.811182795698926,-122.43035575044156	-1.070000052,37.811182795698926,-122.42720627320898	-1.070000052,37.811182795698926,-122.4240567959764	-1.070000052,37.811182795698926,-122.42090731874382	-1.070000052,37.811182795698926,-122.41775784151123	-1.070000052,37.811182795698926,-122.41460836427865	-1.070000052,37.811182795698926,-122.41145888704605	-1.070000052,37.811182795698926,-122.40830940981347	-1.070000052,37.811182795698926,-122.40515993258089	-0.085892066,37.811182795698926,-122.4020104553483	-0.007773223,37.811182795698926,-122.39886097811572	0.050000001,37.811182795698926,-122.39571150088314	0.050000001,37.811182795698926,-122.39256202365056	-26.728530884,37.811182795698926,-122.38941254641797	-29.138652802,37.811182795698926,-122.38626306918539	-33.933746338,37.811182795698926,-122.3831135919528	0.050000001,37.811182795698926,-122.37996411472021
-16.557319641,37.80903225806452,-122.55003340865143	-18.056196213,37.80903225806452,-122.54688402314582	-19.922563553,37.80903225806452,-122.54373463764021	-23.001344681,37.80903225806452,-122.5405852521346	-27.265069962,37.80903225806452,-122.537435866629	-1.600000024,37.80903225806452,-122.53428648112339	-1.600000024,37.80903225806452,-122.53113709561778	-1.600000024,37.80903225806452,-122.52798771011217	-1.600000024,37.80903225806452,-122.52483832460656	-1.600000024,37.80903225806452,-122.52168893910095	-45.62959671,37.80903225806452,-122.51853955359535	-36.866573334,37.80903225806452,-122.51539016808974	-41.416492462,37.80903225806452,-122.51224078258413	-48.253810883,37.80903225806452,-122.50909139707852	-53.381378174,37.80903225806452,-122.50594201157291	-60.627376556,37.80903225806452,-122.5027926260673	-64.861724854,37.80903225806452,-122.4996432405617	-60.212535858,37.80903225806452,-122.49649385505609	-62.622219086,37.80903225806452,-122.49334446955048	-67.57144928,37.80903225806452,-122.49019508404486	-1.600000024,37.80903225806452,-122.48704569853925	-1.600000024,37.80903225806452,-122.48389631303364	-1.600000024,37.80903225806452,-122.48074692752803	5.585385799,37.80903225806452,-122.47759754202242	5.663779736,37.80903225806452,-122.47444815651681	-1.070000052,37.80903225806452,-122.4712987710112	-0.386656046,37.80903225806452,-122.4681493855056	-0.369142354,37.80903225806452,-122.46499999999999	-0.35059762,37.80903225806452,-122.46185061449438	-0.333084911,37.80903225806452,-122.45870122898877	-0.315578312,37.80903225806452,-122.45555184348316	-0.307444274,37.80903225806452,-122.45240245797756	-0.306283027,37.80903225806452,-122.44925307247195	-0.30151996,37.80903225806452,-122.44610368696634	-0.300000012,37.80903225806452,-122.44295430146073	-1.070000052,37.80903225806452,-122.43980491595512	-0.300000012,37.80903225806452,-122.43665553044951	-1.070000052,37.80903225806452,-122.4335061449439	5.097522736,37.80903225806452,-122.4303567594383	-1.070000052,37.80903225806452,-122.42720737393269	-1.070000052,37.80903225806452,-122.42405798842708	-1.070000052,37.80903225806452,-122.42090860292147	-1.070000052,37.80903225806452,-122.41775921741586	3.332098246,37.80903225806452,-122.41460983191025	-1.070000052,37.80903225806452,-122.41146044640465	-1.070000052,37.80903225806452,-122.40831106089904	-1.070000052,37.80903225806452,-122.40516167539343	-1.070000052,37.80903225806452,-122.40201228988782	0.050000001,37.80903225806452,-122.39886290438221	0.050000001,37.80903225806452,-122.3957135188766	0.050000001,37.80903225806452,-122.392564133371	-24.871629715,37.80903225806452,-122.38941474786539	-27.035909653,37.80903225806452,-122.38626536235978	-29.78506279,37.80903225806452,-122.38311597685417	0.050000001,37.80903225806452,-122.37996659134856
-19.266290665,37.806881720430106,-122.55003093228714	-21.154676437,37.806881720430106,-122.54688163849873	-24.413234711,37.806881720430106,-122.54373234471032	-26.745119095,37.806881720430106,-122.54058305092191	-30.883224487,37.806881720430106,-122.5374337571335	-1.600000024,37.806881720430106,-122.53428446334507	-1.600000024,37.806881720430106,-122.53113516955666	-1.600000024,37.806881720430106,-122.52798587576825	-1.600000024,37.806881720430106,-122.52483658197984	-49.90259552,37.806881720430106,-122.52168728819143	-44.223953247,37.806881720430106,-122.51853799440302	-37.290992737,37.806881720430106,-122.51538870061461	-41.739738464,37.806881720430106,-122.5122394068262	-48.389511108,37.806881720430106,-122.50909011303777	-52.117988586,37.806881720430106,-122.50594081924936	-53.747436523,37.806881720430106,-122.50279152546095	-53.78086853,37.806881720430106,-122.49964223167254	-49.166931152,37.806881720430106,-122.49649293788413	-54.735164642,37.806881720430106,-122.49334364409572	-60.506855011,37.806881720430106,-122.4901943503073	-45.89043808,37.806881720430106,-122.4870450565189	-1.600000024,37.806881720430106,-122.48389576273048	-1.600000024,37.806881720430106,-122.48074646894206	41.041843414,37.806881720430106,-122.47759717515365	52.434619904,37.806881720430106,-122.47444788136524	34.26820755,37.806881720430106,-122.47129858757683	2.892704725,37.806881720430106,-122.46814929378841	-0.400000006,37.806881720430106,-122.465	-0.39769417,37.806881720430106,-122.46185070621159	-0.342380822,37.806881720430106,-122.45870141242318	-1.070000052,37.806881720430106,-122.45555211863476	0.109999947,37.806881720430106,-122.45240282484635	0.286442727,37.806881720430106,-122.44925353105793	3.227843285,37.806881720430106,-122.44610423726952	-1.070000052,37.806881720430106,-122.44295494348111	3.280956507,37.806881720430106,-122.4398056496927	3.571568012,37.806881720430106,-122.43665635590429	-1.070000052,37.806881720430106,-122.43350706211588	5.726301193,37.806881720430106,-122.43035776832747	30.53001976,37.806881720430106,-122.42720847453904	-1.050000072,37.806881720430106,-122.42405918075063	9.626094818,37.806881720430106,-122.42090988696222	4.264339447,37.806881720430106,-122.41776059317381	4.062332153,37.806881720430106,-122.4146112993854	3.991020441,37.806881720430106,-122.41146200559699	5.235909939,37.806881720430106,-122.40831271180858	4.015685081,37.806881720430106,-122.40516341802017	-1.070000052,37.806881720430106,-122.40201412423174	-1.070000052,37.806881720430106,-122.39886483044333	0.050000001,37.806881720430106,-122.39571553665492	0.050000001,37.806881720430106,-122.39256624286651	0.050000001,37.806881720430106,-122.3894169490781	-25.13243103,37.806881720430106,-122.38626765528969	-27.807905197,37.806881720430106,-122.38311836150127	-30.569395065,37.806881720430106,-122.37996906771286
-21.959003448,37.8047311827957,-122.55002845618687	-25.196121216,37.8047311827957,-122.54687925410587	-28.128822327,37.8047311827957,-122.54373005202487	-30.613803864,37.8047311827957,-122.54058084994388	-34.068592072,37.8047311827957,-122.53743164786289	-34.168506622,37.8047311827957,-122.5342824457819	-39.523448944,37.8047311827957,-122.53113324370089	-42.464344025,37.8047311827957,-122.5279840416199	-43.995105743,37.8047311827957,-122.52483483953891	-45.640445709,37.8047311827957,-122.5216856374579	-40.179065704,37.8047311827957,-122.51853643537692	-37.973491669,37.8047311827957,-122.51538723329593	-43.765823364,37.8047311827957,-122.51223803121492	-48.353050232,37.8047311827957,-122.50908882913393	-50.133785248,37.8047311827957,-122.50593962705294	-49.26996994,37.8047311827957,-122.50279042497195	-46.242782593,37.8047311827957,-122.49964122289094	-47.1537323,37.8047311827957,-122.49649202080995	-48.92697525,37.8047311827957,-122.49334281872896	-41.547286987,37.8047311827957,-122.49019361664796	-34.809627533,37.8047311827957,-122.48704441456697	-1.600000024,37.8047311827957,-122.48389521248598	-1.600000024,37.8047311827957,-122.48074601040497	50.258056641,37.8047311827957,-122.47759680832398	65.246238708,37.8047311827957,-122.47444760624299	51.387226105,37.8047311827957,-122.471298404162	3.305244923,37.8047311827957,-122.468149202081	3.544017076,37.8047311827957,-122.465	3.705626726,37.8047311827957,-122.46185079791901	1.230000019,37.8047311827957,-122.45870159583801	1.230000019,37.8047311827957,-122.45555239375702	2.34548521,37.8047311827957,-122.45240319167603	3.087372303,37.8047311827957,-122.44925398959502	4.376346588,37.8047311827957,-122.44610478751403	3.725573063,37.8047311827957,-122.44295558543304	4.259892941,37.8047311827957,-122.43980638335205	4.010822296,37.8047311827957,-122.43665718127104	6.100786209,37.8047311827957,-122.43350797919005	17.652204514,37.8047311827957,-122.43035877710906	24.864097595,37.8047311827957,-122.42720957502806	22.370925903,37.8047311827957,-122.42406037294707	31.044713974,37.8047311827957,-122.42091117086608	22.466321945,37.8047311827957,-122.41776196878507	5.110836029,37.8047311827957,-122.41461276670408	6.296744823,37.8047311827957,-122.41146356462309	35.672100067,37.8047311827957,-122.4083143625421	3.445414782,37.8047311827957,-122.4051651604611	4.126244068,37.8047311827957,-122.4020159583801	-1.070000052,37.8047311827957,-122.39886675629911	-1.070000052,37.8047311827957,-122.39571755421811	0.050000001,37.8047311827957,-122.39256835213712	0.050000001,37.8047311827957,-122.38941915005613	-23.965667725,37.8047311827957,-122.38626994797514	-24.821153641,37.8047311827957,-122.38312074589413	-28.255792618,37.8047311827957,-122.37997154381314
